gauge_id,q_mean,runoff_ratio,flow_period_start,flow_period_end,flow_perc_complete,slope_fdc,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq
DE710420,0.56,0.26,1955-11-01,2020-12-31,93.097,1.93,153.97,0.14,1.54,2.23,1.83,10.14,4.92,0.0
DE710430,0.57,0.29,1962-11-01,2020-12-31,83.096,1.93,156.14,0.14,1.59,3.54,1.8,8.65,4.88,0.0
DE710440,0.72,0.35,1955-11-01,2020-12-31,91.908,1.59,159.58,0.26,1.76,0.39,1.5,0.02,1.0,0.0
DE710450,1.01,0.42,1963-11-01,2020-12-31,81.66799999999999,2.07,156.36,0.23,2.88,2.3,1.54,12.46,5.29,0.0
DE710460,0.88,0.4,1955-11-01,2020-12-31,93.097,3.51,136.09,0.08,3.22,15.36,4.31,92.16,10.92,0.0
DE710470,0.68,0.34,1958-11-01,2020-12-31,88.81,2.0,154.9,0.17,1.9,4.11,1.78,8.29,6.84,0.0
DE710490,1.46,0.52,1971-11-01,2020-12-31,70.24000000000001,2.43,148.31,0.25,4.41,3.33,2.19,30.46,8.03,0.0
DE710500,0.42,0.19,1975-11-01,2020-12-31,64.48700000000001,1.49,159.93,0.12,1.05,4.36,2.13,2.48,4.04,0.0
DE710510,0.62,0.3,1977-11-01,2020-12-31,61.667,1.71,168.17,0.24,1.33,0.6,1.39,2.48,4.04,0.0
DE710520,0.46,0.23,1982-11-01,2020-12-31,54.525,1.37,163.76,0.17,1.09,1.51,1.65,0.14,2.5,0.0
DE710530,0.48,0.25,1957-11-01,2020-12-31,90.238,1.9,148.81,0.13,1.47,2.98,2.89,3.84,7.0,0.0
DE710540,0.97,0.37,1969-11-01,2020-12-31,73.087,2.48,154.06,0.19,2.89,2.92,4.87,23.82,9.02,0.0
DE710550,1.0,0.43,1953-11-01,2020-12-31,95.952,2.07,146.92,0.21,3.04,3.71,1.7,12.83,5.23,0.0
DE710560,0.79,0.3,1958-11-01,2020-12-31,88.81,2.1,153.77,0.19,2.32,3.15,1.88,7.28,6.63,0.0
DE710570,0.71,0.35,1981-06-01,2020-12-31,56.191,2.19,153.68,0.18,1.98,1.97,1.83,7.79,5.58,0.0
DE710580,0.46,0.22,1990-01-01,2020-12-31,44.285999999999994,3.71,141.23,0.01,1.8,19.9,3.6,121.16,11.32,0.01
DE710590,0.59,0.28,1960-11-01,2020-12-31,85.951,1.64,143.34,0.14,1.91,9.14,2.21,7.98,5.12,0.0
DE710600,0.72,0.3,1955-11-01,2020-12-31,93.097,1.63,164.27,0.23,1.75,0.8,1.76,0.94,2.86,0.0
DE710610,1.05,0.43,1959-11-01,2020-12-31,87.375,2.78,133.37,0.16,3.62,12.88,2.42,52.47,8.7,0.0
DE710620,0.82,0.37,1955-11-01,2020-12-31,93.085,2.15,138.53,0.18,2.73,7.69,2.63,12.44,6.69,0.0
DE710630,0.4,0.19,1982-11-01,2020-12-31,52.166999999999994,2.28,150.09,0.07,1.28,8.18,4.29,36.12,7.14,0.0
DE710640,0.82,0.38,1975-11-01,2020-12-31,64.526,2.23,150.48,0.13,2.48,5.09,1.74,30.7,6.28,0.0
DE710650,0.66,0.32,1960-11-01,2020-12-31,85.951,2.75,148.05,0.1,2.22,8.88,3.38,49.34,6.03,0.0
DE710660,1.1,0.39,1960-11-01,2020-12-31,85.951,1.85,159.31,0.33,3.03,2.07,2.65,1.1,5.0,0.0
DE710670,0.64,0.31,1965-11-01,2020-12-31,78.809,1.53,149.93,0.21,1.89,4.81,1.91,0.37,2.0,0.0
DE710680,0.49,0.26,1972-11-01,2020-12-31,68.809,1.42,150.96,0.16,1.54,4.47,2.96,1.4,3.47,0.0
DE710690,0.36,0.2,1964-11-01,2020-12-31,80.23700000000001,1.55,162.6,0.12,0.79,0.0,0.0,5.8,5.15,0.0
DE710700,0.69,0.33,1959-11-01,2020-12-31,87.383,1.81,162.68,0.23,1.71,0.82,1.53,0.85,10.2,0.0
DE710710,0.46,0.24,1962-11-01,2020-12-31,83.096,1.82,158.91,0.12,1.29,2.49,2.15,8.05,6.56,0.0
DE710720,0.5,0.24,1960-11-01,2020-12-31,84.395,2.1,144.3,0.11,1.59,4.75,2.77,12.0,5.52,0.0
DE710730,0.42,0.22,1988-11-01,2020-12-31,45.952,1.81,157.39,0.13,1.1,1.42,2.1,0.23,1.4,0.0
DE710740,0.72,0.35,1965-11-01,2020-12-31,78.809,1.6,141.78,0.22,2.04,4.19,2.04,1.89,4.86,0.0
DE710750,0.38,0.19,1985-11-01,2020-12-31,50.239,3.73,135.65,0.01,1.51,29.5,3.96,127.82,11.91,0.02
DE710760,0.37,0.17,1985-11-01,2020-12-31,50.239,4.49,136.32,0.01,1.55,32.18,3.28,149.08,8.58,0.01
DE710770,0.51,0.26,1994-06-16,2020-12-31,37.922,1.86,158.42,0.14,1.39,1.73,1.55,1.77,4.6,0.0
DE710780,0.93,0.4,1955-11-01,2020-12-31,93.097,2.23,138.47,0.2,3.18,11.12,2.36,11.31,6.24,0.0
DE710790,0.51,0.26,1960-11-01,2020-12-31,84.77799999999999,3.19,148.47,0.04,1.84,11.91,3.86,89.09,12.36,0.0
DE710800,1.02,0.45,1956-11-01,2020-12-31,91.66499999999999,2.23,153.71,0.22,2.86,2.71,1.61,14.9,6.71,0.0
DE710810,0.91,0.31,1971-01-01,2020-12-31,71.312,4.11,140.37,0.06,2.97,10.22,5.06,51.51,23.81,0.01
DE710820,0.83,0.37,1957-11-01,2020-12-31,87.383,3.95,145.46,0.01,2.92,11.03,3.92,110.54,18.53,0.03
DE710830,0.62,0.32,1959-11-01,2020-12-31,87.383,1.51,150.28,0.21,2.09,3.58,2.39,0.57,4.86,0.0
DE710840,1.08,0.45,1970-11-01,2020-12-31,71.66799999999999,2.35,149.71,0.21,3.29,4.39,1.89,20.28,6.02,0.0
DE710850,0.68,0.31,1974-11-01,2020-12-31,65.95400000000001,2.68,139.82,0.09,2.65,19.71,3.19,59.04,8.38,0.0
DE710860,1.58,0.5,1971-11-01,2020-12-31,69.49300000000001,3.57,127.96,0.1,5.95,18.28,2.5,108.72,12.14,0.0
DE710870,1.3,0.43,1970-11-01,2020-12-31,71.66799999999999,4.47,132.73,0.03,5.11,20.77,3.45,132.1,15.94,0.01
DE710890,0.79,0.36,1991-08-01,2020-12-31,42.028999999999996,2.32,147.9,0.16,2.38,4.62,1.81,17.65,7.42,0.0
DE710900,1.05,0.44,1960-11-01,2020-12-31,85.951,2.07,143.88,0.24,3.2,5.93,1.72,12.19,5.14,0.0
DE710910,1.51,0.48,1963-11-01,2020-12-31,81.54299999999999,4.05,135.89,0.05,5.44,13.91,2.67,103.93,13.08,0.0
DE710920,0.99,0.4,1966-11-01,2020-12-31,77.38199999999999,2.14,140.66,0.27,3.05,4.57,2.2,1.26,4.79,0.0
DE710930,0.57,0.3,1957-11-01,2020-12-31,90.238,1.7,149.61,0.17,1.82,3.11,2.54,1.48,4.0,0.0
DE710940,1.16,0.45,1971-11-01,2020-12-31,70.24000000000001,2.21,132.19,0.26,4.17,12.08,2.41,9.0,4.75,0.0
DE710950,0.76,0.33,1955-11-01,2020-12-31,93.097,2.24,142.7,0.18,2.5,0.53,4.86,10.02,5.3,0.0
DE810010,0.63,0.36,1972-12-01,2020-12-31,68.691,1.6,148.02,0.19,1.89,0.98,2.0,0.83,3.55,0.0
DE810020,0.48,0.27,1972-11-01,2020-12-31,63.093999999999994,2.17,146.02,0.09,1.61,3.88,2.63,18.75,7.43,0.0
DE810030,0.51,0.28,1975-01-16,2020-12-31,35.654,1.46,148.96,0.18,1.34,0.09,1.0,0.74,3.4,0.0
DE810050,0.59,0.32,1973-08-30,2020-12-31,64.765,2.04,142.77,0.14,1.97,6.95,2.9,5.86,5.6,0.0
DE810060,0.6,0.34,1972-10-02,2020-12-31,41.783,0.98,150.36,0.27,1.36,0.07,2.0,0.14,4.0,0.0
DE810080,1.56,0.89,1960-11-01,1977-10-31,22.857,0.48,174.14,0.72,2.34,0.0,0.0,0.71,2.5,0.0
DE810090,1.21,0.67,1992-11-01,2020-12-31,40.238,0.57,166.74,0.75,1.98,0.0,0.0,0.71,2.5,0.0
DE810100,0.53,0.31,1972-07-02,2020-12-31,57.857,2.16,147.79,0.11,1.57,3.42,2.65,12.0,6.42,0.0
DE810110,0.47,0.28,1977-10-02,2020-12-31,38.928000000000004,3.63,144.92,0.04,1.66,8.46,3.79,90.46,15.79,0.0
DE810120,1.24,0.69,1990-12-02,2020-12-31,42.976,1.64,168.55,0.32,3.16,0.0,0.0,9.31,11.74,0.0
DE810130,2.63,1.61,1970-11-01,1990-10-31,27.143,1.35,172.88,0.51,6.02,0.12,2.0,19.24,13.62,0.0
DE810150,0.37,0.21,1972-02-16,2014-10-31,36.722,2.19,149.04,0.09,1.15,3.13,4.69,11.0,10.15,0.0
DE810160,0.38,0.22,1989-11-01,2019-10-31,42.854,2.62,148.34,0.05,1.34,9.1,3.07,59.1,39.86,0.0
DE810170,0.47,0.25,1996-11-01,2016-10-31,28.571,2.54,138.74,0.07,1.44,5.11,2.49,47.74,9.07,0.0
DE810180,0.45,0.24,1996-11-01,2020-12-31,34.524,2.74,140.13,0.06,1.39,6.0,2.82,46.13,9.56,0.0
DE810190,0.62,0.35,1954-11-01,2000-10-31,52.855,3.19,146.18,0.06,1.96,2.5,2.58,66.56,20.03,0.0
DE810210,0.54,0.3,1954-11-01,2020-12-31,27.382,2.94,136.93,0.07,1.67,5.33,2.35,49.19,11.18,0.0
DE810220,0.36,0.2,2002-11-01,2020-12-31,25.954,3.75,141.65,0.03,1.26,11.12,3.5,98.99,14.26,0.0
DE810230,0.5,0.28,2001-11-01,2012-10-31,15.715000000000002,2.51,155.8,0.07,1.55,5.7,4.38,30.9,6.57,0.0
DE810260,0.47,0.26,1988-11-01,2018-10-31,41.423,2.16,154.19,0.09,1.14,0.0,0.0,20.3,1.7,0.0
DE810280,0.47,0.27,1999-11-01,2020-12-31,27.378000000000004,1.83,150.62,0.12,1.01,0.0,0.0,7.13,9.5,0.0
DE810290,0.55,0.32,1959-11-01,2006-10-31,67.143,1.43,160.63,0.19,1.12,0.0,0.0,0.54,1.67,0.0
DE810300,0.52,0.3,1959-11-01,2020-12-31,87.383,1.48,158.7,0.18,1.07,0.0,0.0,1.97,5.36,0.0
DE810310,0.59,0.36,1959-11-01,1973-10-31,20.002,1.28,162.23,0.21,1.2,0.0,0.0,0.92,1.71,0.0
DE810320,0.46,0.27,1958-11-01,2020-12-31,88.81,1.26,158.67,0.18,0.92,0.0,0.0,0.3,4.5,0.0
DE810330,0.4,0.24,1962-11-01,2020-12-31,83.096,1.23,156.89,0.15,0.87,0.0,0.0,2.21,7.0,0.0
DE810340,0.23,0.14,1974-11-01,2020-10-31,65.715,2.78,150.84,0.02,0.8,6.82,3.34,45.8,7.99,0.01
DE810380,0.53,0.3,1993-11-01,2004-10-31,15.715000000000002,2.7,145.2,0.1,1.46,0.4,2.0,23.5,10.68,0.0
DE810390,0.5,0.29,1994-11-01,2020-12-31,36.667,2.78,147.71,0.07,1.59,2.75,4.4,44.24,14.16,0.0
DE810410,0.51,0.29,1974-11-01,2020-12-31,63.093999999999994,2.87,143.6,0.06,1.69,4.0,3.05,58.05,15.14,0.0
DE810420,0.5,0.27,2004-11-01,2020-12-31,21.664,3.2,148.85,0.06,1.64,6.23,4.5,67.77,17.98,0.0
DE810440,0.4,0.24,2001-11-01,2020-12-31,25.95,2.59,150.47,0.07,1.01,0.0,0.0,19.41,5.59,0.0
DE810450,0.46,0.27,1973-11-01,2020-12-31,67.381,2.22,156.09,0.09,1.11,0.0,0.0,20.96,6.99,0.0
DE810470,0.62,0.37,1954-11-01,2020-12-31,90.238,1.66,158.7,0.19,1.31,0.0,0.0,5.59,15.5,0.0
DE810490,0.81,0.48,1973-11-01,2020-12-31,63.093999999999994,0.99,168.42,0.39,1.47,0.0,0.0,0.48,4.75,0.0
DE810550,0.32,0.19,1998-11-01,2020-12-31,27.382,2.27,142.06,0.05,0.86,0.19,3.0,32.74,9.89,0.0
DE810570,0.38,0.23,1963-11-01,2020-12-31,81.66799999999999,2.44,159.29,0.04,1.11,1.8,10.1,51.0,20.85,0.0
DE810580,0.54,0.32,1954-11-01,2020-12-31,94.524,1.43,162.25,0.17,1.08,0.0,0.0,5.51,7.78,0.0
DE810590,0.48,0.29,1951-01-01,2020-12-31,97.137,2.33,157.35,0.09,1.14,0.0,0.0,22.18,6.93,0.0
DE810600,0.5,0.29,1975-11-01,2020-12-31,63.098,2.0,157.26,0.09,1.12,0.0,0.0,21.29,24.16,0.0
DE810610,0.51,0.28,1964-11-01,2020-12-31,73.095,1.95,157.49,0.1,1.2,0.0,0.0,21.45,8.69,0.0
DE810650,0.57,0.32,1970-11-01,1984-10-31,17.143,4.44,152.6,0.02,2.05,11.2,6.22,124.88,28.39,0.02
DE810660,0.41,0.23,1989-11-01,2001-10-31,15.715000000000002,3.94,152.0,0.03,1.36,4.78,3.07,98.87,21.71,0.0
DE810670,0.36,0.2,1989-11-01,2020-12-31,41.669,4.29,150.15,0.01,1.28,12.11,4.2,116.17,21.27,0.0
DE810680,0.51,0.29,1962-11-01,1976-10-31,20.002,1.76,155.77,0.14,1.33,0.92,2.4,1.23,3.2,0.0
DE810690,0.56,0.32,1962-11-01,1998-10-31,45.717,1.53,154.07,0.16,1.38,1.72,2.08,4.34,4.2,0.0
DE810700,0.48,0.26,1962-11-01,2020-12-31,77.386,1.5,152.88,0.14,1.2,1.96,2.78,1.55,4.16,0.0
DE810740,0.59,0.33,1968-11-01,1989-10-31,22.861,1.34,156.83,0.13,1.51,0.58,2.33,18.0,9.39,0.0
DE810770,0.41,0.23,1996-11-01,2020-12-31,34.524,1.81,147.22,0.11,1.03,1.83,2.1,4.39,5.32,0.0
DE810790,0.5,0.27,2003-11-01,2020-12-31,24.526999999999997,4.88,140.31,0.02,2.0,31.44,5.85,146.88,26.7,0.01
DE810800,0.55,0.3,2008-11-01,2020-12-31,17.381,4.8,133.45,0.01,2.16,23.0,4.96,144.26,29.39,0.02
DE810820,0.46,0.25,1995-11-01,2006-10-31,15.715000000000002,3.41,146.0,0.03,1.7,8.8,3.52,85.81,22.0,0.0
DE810830,0.45,0.24,2006-11-01,2020-12-31,20.24,4.72,141.62,0.02,1.83,24.38,7.04,125.52,30.79,0.0
DE810840,0.58,0.3,2009-11-01,2020-12-31,15.953999999999999,5.1,146.2,0.01,2.36,25.2,5.73,141.48,35.38,0.0
DE810870,0.5,0.28,2000-11-01,2020-12-31,28.809,1.98,156.47,0.07,1.35,2.89,1.57,35.21,5.67,0.0
DE810910,0.48,0.26,1978-11-01,2001-10-31,21.425,3.03,148.45,0.03,1.74,10.82,3.72,84.38,20.62,0.0
DE810920,0.42,0.23,1962-11-01,2020-12-31,83.096,3.51,145.7,0.02,1.68,17.39,6.79,107.29,18.82,0.02
DE810930,0.42,0.22,1995-11-01,2020-12-31,35.955,1.75,153.0,0.09,1.07,0.87,1.5,15.87,7.33,0.0
DE810940,1.01,0.62,1962-11-01,2000-10-31,54.287,1.83,157.97,0.26,2.6,2.03,1.83,15.05,5.99,0.0
DE810950,0.88,0.49,2000-11-01,2020-12-31,28.809,2.07,154.47,0.2,2.25,2.0,1.58,11.26,6.9,0.0
DE811040,0.41,0.25,1966-11-01,2001-10-31,50.0,2.17,157.56,0.09,1.03,0.91,2.58,17.73,9.57,0.0
DE811050,0.41,0.24,1966-11-01,2018-10-31,74.28399999999999,1.96,156.88,0.08,1.03,1.02,2.6,18.92,8.25,0.0
DE811100,0.37,0.22,2004-11-01,2020-12-31,23.095,1.71,155.27,-0.15,0.97,0.0,0.0,69.86,2.67,0.01
DE811110,0.36,0.21,2008-11-01,2019-10-31,15.711,3.42,141.3,0.02,1.21,4.9,8.17,89.51,21.31,0.01
DE811170,0.34,0.23,1985-11-01,1995-10-31,14.283000000000001,1.65,157.89,0.1,1.16,0.0,0.0,3.11,2.8,0.0
DE811180,0.45,0.29,1956-11-01,1978-10-31,31.426,1.63,158.76,0.11,1.09,0.0,0.0,5.52,4.83,0.0
DE811190,0.39,0.25,1956-11-01,2020-12-31,81.66499999999999,1.95,156.84,0.1,1.04,0.16,4.5,7.69,8.13,0.0
DE811200,0.58,0.37,1974-11-01,2011-10-31,38.572,1.42,162.71,0.2,1.22,0.0,0.0,2.54,2.9,0.0
DE811210,0.57,0.36,1974-11-01,2020-12-31,51.67,1.4,158.15,0.2,1.17,0.0,0.0,2.18,2.88,0.0
DE811250,0.29,0.18,1974-11-01,2020-10-31,64.287,4.44,158.44,0.01,1.08,15.56,5.97,111.88,25.87,0.02
DE811260,0.47,0.31,1965-11-01,1977-10-31,14.283000000000001,2.71,152.86,0.07,1.57,1.57,3.67,44.57,10.76,0.0
DE811270,0.32,0.21,1980-11-01,2019-10-31,51.42400000000001,2.43,152.76,0.04,1.12,4.33,3.18,47.88,7.94,0.0
DE811350,0.52,0.32,1972-11-01,1989-10-31,20.002,2.3,142.25,0.11,1.61,0.17,2.0,15.83,8.26,0.0
DE811360,0.39,0.22,1994-11-01,2020-12-31,37.383,2.46,147.88,0.07,1.24,3.56,5.24,20.16,18.67,0.0
DE811370,0.35,0.21,1995-11-01,2020-12-31,35.955,2.88,145.75,0.04,1.15,5.75,3.14,61.42,8.77,0.01
DE811390,0.48,0.26,1999-11-01,2020-12-31,30.241,1.97,151.6,0.13,1.32,1.4,3.5,2.15,7.17,0.0
DE811420,0.34,0.19,2003-11-01,2020-12-31,24.526999999999997,1.65,155.75,0.1,0.96,1.44,2.88,1.19,2.71,0.0
DE811430,0.42,0.26,1954-11-01,1975-10-31,27.143,1.57,168.76,0.15,0.92,0.0,0.0,1.94,16.5,0.0
DE811440,0.34,0.22,1954-11-01,2020-12-31,55.952999999999996,1.63,161.3,0.1,0.8,0.0,0.0,1.95,2.18,0.0
DE811450,0.38,0.24,1954-11-01,2020-12-31,88.81,1.6,164.53,0.12,0.89,0.0,0.0,4.36,3.47,0.0
DE811470,0.22,0.14,1972-11-01,2013-10-31,41.427,2.24,173.35,0.02,0.62,0.0,0.0,39.73,12.3,0.01
DE811480,0.19,0.12,1972-11-01,2020-12-31,67.381,2.42,168.51,0.02,0.52,0.91,13.67,46.42,11.61,0.01
DE811510,0.19,0.12,1982-11-01,1997-10-31,21.429000000000002,0.87,203.93,0.08,0.32,0.0,0.0,1.0,4.67,0.0
DE811520,0.2,0.12,1985-01-01,2009-10-31,35.474,0.68,186.96,0.1,0.36,0.0,0.0,0.38,9.0,0.0
DE811530,0.2,0.12,1982-11-01,2013-10-31,41.431000000000004,0.68,190.93,0.09,0.36,0.0,0.0,0.52,4.67,0.0
DE811550,0.44,0.29,1964-11-01,1996-10-31,45.713,2.26,158.16,0.06,1.47,3.81,6.21,44.26,14.91,0.0
DE811560,0.35,0.21,1996-11-01,2020-10-31,34.285,2.63,154.0,0.06,1.18,7.3,4.94,47.35,7.03,0.0
DE811580,0.38,0.26,1982-11-01,1996-10-31,20.002,1.23,176.38,0.15,0.78,0.23,1.5,6.0,3.55,0.0
DE811590,0.3,0.2,1982-11-01,2020-12-31,54.525,1.42,164.97,0.09,0.69,0.3,2.75,8.78,5.51,0.0
DE811600,0.38,0.24,1962-11-01,1996-10-31,48.571999999999996,2.82,159.0,0.04,1.14,1.61,10.6,45.48,23.09,0.0
DE811610,0.33,0.22,1962-11-01,2020-12-31,83.096,3.16,157.49,0.03,1.05,2.81,12.31,59.26,16.72,0.0
DE811620,0.12,0.08,1984-11-01,1997-10-31,18.57,3.33,173.92,0.0,0.54,38.25,28.69,130.58,31.34,0.17
DE811630,0.11,0.06,1994-11-01,2014-10-31,28.571,3.8,170.68,0.0,0.47,43.63,18.84,176.78,45.39,0.32
DE811750,0.28,0.19,1973-11-01,2020-10-31,64.283,3.2,157.19,0.02,1.08,15.69,5.58,94.31,15.18,0.0
DE811760,0.27,0.18,1973-11-01,2013-10-31,35.713,2.71,165.05,0.03,1.08,13.67,6.38,59.48,14.19,0.0
DE811770,0.27,0.18,1973-11-01,2020-12-31,61.667,2.92,164.77,0.02,1.05,13.44,6.81,70.2,18.13,0.01
DE811800,0.29,0.19,1993-11-01,2020-12-31,38.81,1.45,156.77,0.09,0.7,0.65,3.4,4.92,3.46,0.0
DE811840,0.32,0.21,1955-11-01,2012-10-31,78.57499999999999,1.52,171.21,0.1,0.77,0.0,0.0,1.11,5.9,0.0
DE811850,0.31,0.21,1955-11-01,2020-12-31,90.242,1.58,169.05,0.1,0.76,0.0,0.0,1.82,4.83,0.0
DE811950,0.42,0.26,1973-11-01,1994-10-31,29.998,1.45,189.3,0.09,0.78,0.0,0.0,17.5,23.33,0.0
DE811960,0.35,0.21,1973-11-01,2020-10-31,67.143,1.52,188.09,0.03,0.72,0.0,0.0,31.41,34.4,0.04
DE812010,0.37,0.22,1994-11-01,2019-10-31,35.713,1.9,149.04,0.09,0.85,0.12,1.0,12.04,9.03,0.0
DE812030,0.49,0.31,1982-11-01,2020-12-31,54.525,2.05,154.19,0.11,1.06,0.0,0.0,16.11,14.54,0.0
DE812040,0.51,0.32,1982-11-01,2011-10-31,41.427,1.95,156.71,0.12,1.07,0.0,0.0,15.11,11.13,0.0
DE812050,0.5,0.32,1982-11-01,2007-10-31,34.285,1.85,158.68,0.11,1.08,0.0,0.0,17.68,11.79,0.0
DE812060,0.38,0.23,2001-11-01,2020-10-31,27.143,1.91,148.72,0.04,0.81,0.0,0.0,32.22,20.71,0.0
DE812070,0.38,0.24,1985-11-01,2020-10-31,47.144999999999996,1.68,153.33,0.1,0.9,0.13,1.0,6.2,6.89,0.0
DE812080,0.41,0.26,1983-11-01,2015-10-31,44.285999999999994,1.79,159.31,0.11,0.89,0.0,0.0,5.48,6.36,0.0
DE812100,0.22,0.14,1956-11-01,1977-10-31,29.998,1.99,192.25,0.06,0.43,0.0,0.0,12.0,26.67,0.0
DE812110,0.18,0.11,1956-11-01,2012-10-31,79.998,2.39,206.42,0.03,0.42,0.0,0.0,20.8,17.6,0.0
DE812170,0.56,0.33,2001-11-01,2014-10-31,15.711,0.95,156.67,0.28,0.94,0.0,0.0,0.11,1.0,0.0
DE812180,0.53,0.28,1995-11-17,2011-10-31,22.794,1.68,148.6,0.13,1.52,1.53,2.3,1.67,3.12,0.0
DE812190,0.51,0.28,1974-11-01,2020-10-31,65.715,2.1,148.62,0.11,1.56,0.82,2.06,15.38,8.76,0.0
DE812200,0.58,0.32,1960-10-02,2020-12-31,84.641,1.86,149.22,0.13,1.46,0.0,0.0,12.14,11.17,0.0
DE812210,0.62,0.36,1960-11-01,2020-12-31,80.23700000000001,1.98,141.94,0.08,1.45,0.0,0.0,30.68,13.15,0.01
DE812250,0.56,0.29,1995-11-22,2017-10-31,29.92,1.59,149.95,0.19,1.4,0.21,1.33,0.58,11.0,0.0
DE812280,0.61,0.32,1975-11-01,2017-10-31,60.001000000000005,1.48,150.61,0.21,1.42,0.0,0.0,2.2,4.29,0.0
DE812290,0.39,0.2,1995-11-17,2019-10-31,34.222,1.82,154.83,0.07,0.93,0.04,1.0,21.87,17.34,0.0
DE910020,0.82,0.38,2001-09-01,2017-12-31,23.334,2.28,133.38,0.16,2.29,1.25,1.54,18.56,7.82,0.0
DE910070,1.16,0.49,1985-11-01,2017-12-31,45.952,3.36,129.77,0.12,4.44,15.64,2.14,84.68,10.42,0.0
DE910080,3.41,1.45,1968-11-01,2009-12-31,58.80800000000001,3.01,136.88,0.33,11.48,8.62,1.86,66.58,10.83,0.0
DE910090,0.49,0.21,1968-11-01,2009-12-31,58.80800000000001,3.4,133.7,0.03,1.67,8.45,1.82,85.38,13.19,0.0
DE910110,0.69,0.32,1975-11-01,2017-12-31,60.239,2.39,144.0,0.16,1.97,2.85,1.62,10.15,7.7,0.0
DE910120,0.64,0.29,1962-11-01,2017-12-31,78.809,2.53,143.83,0.1,1.93,3.85,1.86,32.89,11.46,0.0
DE910130,1.11,0.48,1983-11-01,2000-12-31,24.526999999999997,0.9,156.56,0.47,2.38,0.56,1.8,3.06,3.5,0.0
DE910140,0.72,0.31,1976-11-01,2017-12-31,58.80800000000001,2.15,140.68,0.12,2.24,5.48,1.63,30.48,4.94,0.0
DE910150,0.84,0.37,1951-01-01,2017-12-31,95.71300000000001,1.78,150.55,0.25,2.12,1.44,1.73,0.97,2.37,0.0
DE910160,1.18,0.47,1962-11-01,2017-12-31,78.809,1.84,148.48,0.34,3.22,2.19,1.33,0.69,3.08,0.0
DE910170,0.95,0.4,1957-11-01,2017-12-31,85.951,1.97,144.31,0.23,2.65,2.73,1.48,9.69,4.5,0.0
DE910180,0.85,0.37,1958-11-01,2017-12-31,84.524,1.89,148.98,0.25,2.24,1.36,1.8,3.1,2.31,0.0
DE910190,0.86,0.41,1988-09-01,2017-12-31,41.904,2.43,137.52,0.13,2.45,2.03,1.97,30.1,11.34,0.0
DE910200,0.83,0.37,1961-11-01,2017-12-31,80.23700000000001,1.99,146.93,0.23,2.37,0.56,2.38,2.49,3.04,0.0
DE910210,0.8,0.36,1961-11-01,2017-12-31,80.23700000000001,2.14,144.91,0.19,2.32,0.45,5.0,13.11,6.8,0.0
DE910230,0.67,0.32,1980-11-01,2001-10-31,29.759999999999998,3.45,134.0,0.05,2.57,17.84,3.49,99.21,12.82,0.0
DE910240,0.77,0.38,1967-11-01,2017-12-31,71.66799999999999,2.06,145.16,0.18,2.36,3.0,2.23,11.92,6.21,0.0
DE910250,0.71,0.35,1962-11-01,2017-12-31,78.809,2.05,143.67,0.16,2.22,2.7,2.06,12.74,9.3,0.0
DE910260,0.77,0.38,1968-11-01,2000-12-31,45.952,2.06,147.19,0.16,2.25,3.32,2.64,15.77,13.22,0.0
DE910270,0.78,0.36,1954-11-01,2017-12-31,90.238,2.1,145.05,0.17,2.26,0.4,4.17,15.29,7.46,0.0
DE910290,0.82,0.38,1959-02-01,2001-12-31,61.307,2.06,148.45,0.2,2.34,0.29,3.0,11.88,10.62,0.0
DE910300,0.86,0.4,1974-11-01,1999-05-31,35.114000000000004,2.0,146.65,0.23,2.48,0.0,0.0,4.48,6.87,0.0
DE910310,1.14,0.51,1988-11-01,2016-12-31,40.238,1.56,145.33,0.41,2.42,0.3,4.0,1.44,3.0,0.0
DE910320,0.82,0.38,1951-01-01,2017-12-31,95.71300000000001,1.99,145.58,0.21,2.3,0.15,2.5,7.51,6.99,0.0
DE910330,0.9,0.42,1960-11-01,2017-12-31,81.66499999999999,1.3,158.07,0.36,2.09,0.68,1.31,0.25,1.56,0.0
DE910340,0.94,0.43,1972-03-01,2010-12-31,55.48,1.16,156.21,0.37,2.01,0.74,1.47,0.05,1.0,0.0
DE910350,0.72,0.33,1978-11-01,2017-12-31,55.952999999999996,1.53,144.18,0.22,1.65,0.61,3.29,1.5,4.38,0.0
DE910360,0.83,0.39,1968-02-01,2017-12-31,71.308,1.79,146.29,0.25,2.25,0.1,5.0,1.18,7.25,0.0
DE910370,1.17,0.55,1972-03-01,2017-12-31,65.48,1.61,143.33,0.36,2.6,0.04,1.0,2.51,9.42,0.0
DE910380,0.98,0.44,1978-11-01,2003-12-31,34.52,1.75,143.23,0.17,2.3,0.32,2.33,23.96,14.24,0.0
DE910400,0.82,0.38,1956-11-01,2018-01-31,87.496,1.86,147.03,0.25,2.17,0.02,1.0,3.22,8.77,0.0
DE910430,0.68,0.3,1976-11-01,2017-12-31,58.80800000000001,0.98,161.4,0.34,1.29,0.12,1.0,0.45,2.0,0.0
DE910460,0.77,0.37,1982-11-01,2002-12-31,27.378000000000004,2.48,141.35,0.1,2.2,3.94,4.79,43.18,11.65,0.0
